 Pre5,Pre10, Pre40, Rec5, Rec10, Rec40, AUC5, AUC10, AUC40, MAP5, MAP10, MAP40, NDCG5, NDCG10,NDCG40,MRR5, MRR10,MRR40, numFactors, numIter, lrate, maxlrate, regB, regU, regI, regC, isBoldDriver, TrainTime, TestTime,
0.118519,0.077037,0.049352,0.279259,0.358889,1.000000,0.443210,0.523405,0.493839,0.185901,0.200522,0.247111,0.224745,0.255632,0.420496,0.245123,0.259403,0.283251,19,28,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.099187,0.098780,0.052846,0.152787,0.420354,1.000000,0.444106,0.391817,0.506764,0.109901,0.156224,0.198507,0.139191,0.233476,0.383105,0.177778,0.212811,0.234366,19,29,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.117460,0.098810,0.051290,0.215226,0.368043,1.000000,0.429563,0.479982,0.507265,0.137137,0.174531,0.217506,0.180611,0.242669,0.400020,0.226455,0.246775,0.270131,19,30,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.114074,0.080000,0.049352,0.223369,0.312822,1.000000,0.424691,0.508006,0.460964,0.131374,0.154799,0.198084,0.174671,0.210129,0.379859,0.202716,0.212748,0.239064,19,31,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.101754,0.086404,0.054715,0.199137,0.320468,1.000000,0.417763,0.454117,0.493759,0.113026,0.145409,0.197313,0.147960,0.199900,0.381724,0.166009,0.187879,0.217417,19,32,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.129365,0.096825,0.056647,0.265079,0.385289,1.000000,0.400132,0.471679,0.525655,0.166858,0.192391,0.242808,0.210371,0.261439,0.428179,0.239881,0.265114,0.287794,19,33,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.113008,0.083333,0.047764,0.216492,0.314615,1.000000,0.462398,0.508025,0.495795,0.144586,0.169254,0.215609,0.183131,0.224896,0.396173,0.223848,0.239774,0.268105,19,34,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.110145,0.078986,0.047283,0.235041,0.380711,1.000000,0.451691,0.507786,0.501073,0.162569,0.186629,0.228077,0.198661,0.251459,0.407292,0.233696,0.255111,0.278937,19,35,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.119167,0.096250,0.053021,0.214798,0.331309,1.000000,0.457986,0.519618,0.485501,0.172755,0.207280,0.253995,0.205220,0.254446,0.422551,0.254514,0.270423,0.296568,19,36,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.106838,0.082479,0.050214,0.210945,0.337892,1.000000,0.437322,0.497600,0.511531,0.143424,0.169449,0.218645,0.179624,0.228462,0.401176,0.216168,0.231948,0.261030,19,37,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.102381,0.095635,0.058829,0.151764,0.293057,1.000000,0.461640,0.460144,0.450170,0.104829,0.139209,0.196036,0.139640,0.198680,0.383309,0.195767,0.221036,0.247790,19,38,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.106061,0.096212,0.055966,0.224243,0.342804,1.000000,0.443497,0.489395,0.537447,0.121928,0.156188,0.211773,0.165509,0.219004,0.394607,0.189520,0.209861,0.237285,19,39,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.137209,0.115504,0.053488,0.293744,0.446144,1.000000,0.458656,0.506645,0.575007,0.200025,0.240747,0.282709,0.248535,0.313302,0.455741,0.298062,0.320100,0.341520,19,40,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111382,0.087805,0.053049,0.173672,0.289708,1.000000,0.450881,0.477763,0.471037,0.139454,0.168816,0.219988,0.168197,0.215782,0.397288,0.212398,0.228807,0.258779,19,41,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.133333,0.099225,0.056686,0.249757,0.342220,1.000000,0.385336,0.498781,0.469317,0.146190,0.174829,0.221061,0.199996,0.242000,0.410293,0.253941,0.266467,0.288355,19,42,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.122764,0.108943,0.052846,0.240718,0.458650,1.000000,0.418699,0.474686,0.555766,0.129682,0.178732,0.219621,0.180509,0.264875,0.406525,0.215176,0.241438,0.262594,19,43,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.097561,0.086179,0.049187,0.181214,0.330217,1.000000,0.489160,0.491571,0.459656,0.137582,0.175739,0.217364,0.169061,0.227348,0.391822,0.222764,0.240499,0.265812,19,44,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103101,0.082558,0.048934,0.217660,0.317894,1.000000,0.449935,0.512493,0.530558,0.113771,0.144837,0.194708,0.155839,0.199395,0.376645,0.176034,0.191477,0.224285,19,45,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.130303,0.104545,0.055871,0.274744,0.381142,1.000000,0.440341,0.540152,0.537301,0.185980,0.218752,0.270666,0.234120,0.281252,0.443870,0.285543,0.294254,0.318681,19,46,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.152500,0.120417,0.061875,0.287120,0.440575,1.000000,0.381944,0.474797,0.563004,0.194182,0.232864,0.285258,0.253722,0.318309,0.473793,0.339028,0.365098,0.380019,19,47,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.094928,0.092029,0.053080,0.172335,0.369523,1.000000,0.395833,0.428183,0.508628,0.081554,0.124624,0.171540,0.120303,0.197224,0.362267,0.144082,0.172122,0.198588,19,48,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115504,0.107752,0.052326,0.222679,0.431567,1.000000,0.422158,0.484203,0.520311,0.130452,0.180699,0.219846,0.176660,0.258430,0.400913,0.217506,0.243285,0.263319,19,49,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.141026,0.105983,0.050107,0.331576,0.452422,1.000000,0.399217,0.509319,0.567858,0.170412,0.204277,0.244609,0.228044,0.278519,0.419420,0.232550,0.248057,0.270275,19,50,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:01',
0.137209,0.099225,0.052132,0.281818,0.416479,1.000000,0.464793,0.548650,0.510580,0.210022,0.242434,0.281666,0.257277,0.310421,0.457010,0.328876,0.350197,0.369162,19,51,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.104348,0.079348,0.049185,0.201278,0.310779,1.000000,0.392512,0.467186,0.483862,0.117480,0.139789,0.188190,0.153114,0.197903,0.372821,0.166908,0.184768,0.212257,19,52,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.119259,0.087407,0.049352,0.264449,0.363339,1.000000,0.490432,0.534671,0.491121,0.172062,0.201379,0.241965,0.212009,0.253713,0.412966,0.231852,0.245741,0.271925,19,53,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108943,0.107724,0.052744,0.206414,0.424797,1.000000,0.423103,0.450534,0.558542,0.116915,0.167595,0.214603,0.157527,0.245058,0.397875,0.176626,0.212992,0.234965,19,54,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.125581,0.094574,0.053682,0.250557,0.323034,1.000000,0.444444,0.523487,0.462806,0.167571,0.195991,0.240780,0.212957,0.248850,0.417710,0.264535,0.276477,0.299550,19,55,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.124638,0.102536,0.049275,0.271659,0.433592,1.000000,0.410326,0.498602,0.572081,0.136161,0.177531,0.218767,0.190272,0.255006,0.400122,0.204650,0.227088,0.250180,19,56,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.170940,0.113248,0.055021,0.336443,0.495085,1.000000,0.398504,0.542341,0.550872,0.244240,0.273898,0.312415,0.300672,0.358938,0.491240,0.385684,0.405635,0.420195,19,57,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.145299,0.110256,0.052030,0.304609,0.443447,1.000000,0.419872,0.535195,0.546881,0.169856,0.208713,0.248605,0.228759,0.286529,0.428266,0.260114,0.278607,0.299815,19,58,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.123333,0.100417,0.058750,0.195326,0.313994,1.000000,0.409375,0.495147,0.500994,0.141786,0.176827,0.230848,0.184322,0.234867,0.415845,0.252708,0.269058,0.293219,19,59,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.114074,0.093704,0.051481,0.260522,0.373761,1.000000,0.443519,0.500015,0.503490,0.147467,0.176930,0.223792,0.194647,0.244123,0.402294,0.228333,0.247825,0.270264,19,60,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.084921,0.071429,0.050099,0.164021,0.259524,1.000000,0.489418,0.451909,0.461121,0.115520,0.135248,0.187706,0.139488,0.180421,0.371362,0.166270,0.188801,0.220061,19,61,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.121705,0.108915,0.055814,0.261423,0.411145,1.000000,0.455749,0.498562,0.510664,0.154177,0.198101,0.238871,0.205179,0.271587,0.422573,0.255426,0.274769,0.297469,19,62,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.118605,0.091085,0.048643,0.230349,0.347508,1.000000,0.420220,0.519218,0.501698,0.155869,0.189838,0.233602,0.198256,0.246355,0.408995,0.247933,0.262800,0.288006,19,63,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.155000,0.112500,0.055521,0.311567,0.450952,1.000000,0.322222,0.520598,0.580855,0.165447,0.201971,0.247782,0.230629,0.289418,0.436425,0.274097,0.291680,0.312049,19,64,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.091270,0.088889,0.055853,0.101635,0.244492,1.000000,0.398148,0.460703,0.449993,0.054603,0.093567,0.153282,0.085017,0.147473,0.342452,0.115410,0.137991,0.168723,19,65,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:01',
0.079545,0.073864,0.048958,0.122896,0.257323,1.000000,0.453914,0.437045,0.459186,0.080661,0.112548,0.163380,0.107130,0.159715,0.348050,0.142298,0.160334,0.192605,19,66,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.119841,0.088889,0.051984,0.244158,0.353704,1.000000,0.385913,0.505850,0.491439,0.116160,0.147745,0.193830,0.166933,0.213291,0.379781,0.178968,0.194093,0.218139,19,67,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111111,0.094815,0.056204,0.203092,0.308838,1.000000,0.421296,0.500397,0.475567,0.121376,0.155128,0.207757,0.167199,0.214171,0.392423,0.216605,0.229841,0.255194,19,68,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.128030,0.096970,0.052746,0.242935,0.354067,1.000000,0.430556,0.516377,0.473872,0.169080,0.200773,0.245097,0.213475,0.262823,0.424504,0.269192,0.290249,0.310962,19,69,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.102439,0.085772,0.050508,0.167370,0.365041,1.000000,0.460366,0.449469,0.509399,0.118330,0.153939,0.200858,0.150805,0.220566,0.386280,0.194783,0.220085,0.245386,19,70,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.104651,0.085271,0.050872,0.194598,0.346576,1.000000,0.395349,0.466404,0.464012,0.108939,0.143063,0.185770,0.146373,0.207607,0.371168,0.161240,0.186794,0.207791,19,71,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.101550,0.075969,0.046027,0.212649,0.347490,1.000000,0.482881,0.512505,0.525443,0.162185,0.189713,0.234609,0.189952,0.239767,0.406827,0.219767,0.237628,0.267649,19,72,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.098485,0.081818,0.042614,0.237563,0.411273,1.000000,0.443497,0.468427,0.512574,0.143132,0.173741,0.209815,0.182769,0.247198,0.388889,0.208965,0.231668,0.254455,19,73,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.127907,0.084884,0.051163,0.219638,0.322158,1.000000,0.429910,0.537176,0.470084,0.148040,0.173559,0.217796,0.195734,0.235520,0.406552,0.266796,0.278570,0.304830,19,74,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103252,0.086992,0.053760,0.193032,0.304454,1.000000,0.397358,0.479997,0.445778,0.089441,0.123143,0.171533,0.133927,0.182847,0.360367,0.160163,0.175218,0.203092,19,75,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.099167,0.095833,0.053229,0.191647,0.394306,1.000000,0.373264,0.444023,0.516918,0.085374,0.130013,0.177831,0.126997,0.206800,0.365720,0.141181,0.170103,0.194674,19,76,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.128148,0.099259,0.051852,0.232923,0.390093,1.000000,0.434259,0.502315,0.511535,0.173570,0.209221,0.253210,0.214887,0.275751,0.430697,0.274938,0.294615,0.317156,19,77,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.130081,0.102033,0.051118,0.277081,0.405827,1.000000,0.465108,0.531310,0.563097,0.216905,0.252802,0.294931,0.256163,0.311082,0.462509,0.312127,0.327537,0.351072,19,78,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.100000,0.090598,0.053632,0.168737,0.325162,1.000000,0.474715,0.470187,0.457027,0.126714,0.165173,0.213239,0.158817,0.220775,0.394556,0.213248,0.231042,0.259850,19,79,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.107576,0.089015,0.045928,0.271807,0.467424,1.000000,0.482323,0.491267,0.562824,0.173954,0.208251,0.245361,0.211264,0.285346,0.422069,0.225000,0.258843,0.279070,19,80,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.093333,0.101481,0.055741,0.115636,0.344375,1.000000,0.394136,0.413499,0.459191,0.089107,0.139185,0.187575,0.116166,0.207042,0.373388,0.166296,0.198762,0.221057,19,81,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115873,0.094841,0.053075,0.221539,0.324783,1.000000,0.468254,0.518054,0.523887,0.158549,0.194795,0.243907,0.195951,0.243822,0.418347,0.234061,0.247808,0.276687,19,82,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.103968,0.090079,0.050992,0.207889,0.386130,1.000000,0.436177,0.435150,0.516526,0.130209,0.161065,0.208004,0.169771,0.237502,0.397269,0.208796,0.239667,0.260655,19,83,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.116260,0.097967,0.049390,0.253791,0.421506,1.000000,0.367547,0.475009,0.531374,0.122692,0.162103,0.203121,0.169875,0.237117,0.384137,0.175745,0.194875,0.218879,19,84,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115833,0.101250,0.055417,0.223102,0.374028,1.000000,0.446528,0.481659,0.517414,0.166519,0.206934,0.253006,0.203035,0.266940,0.431515,0.255694,0.274473,0.299766,19,85,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.128571,0.102778,0.050298,0.281760,0.422096,1.000000,0.457341,0.515771,0.550221,0.173691,0.212025,0.253617,0.221683,0.280930,0.427381,0.252447,0.271879,0.293670,19,86,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.087805,0.089024,0.051220,0.145664,0.375339,1.000000,0.426152,0.419433,0.510490,0.090176,0.134813,0.180565,0.117311,0.206429,0.370429,0.132182,0.171261,0.197801,19,87,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.093798,0.091860,0.048934,0.164616,0.395235,1.000000,0.427003,0.421173,0.531176,0.104410,0.147557,0.192179,0.133315,0.220321,0.375476,0.152132,0.189093,0.212182,19,88,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.117829,0.083721,0.049903,0.249271,0.294703,1.000000,0.444121,0.536876,0.495945,0.141896,0.164884,0.212649,0.190127,0.215094,0.393844,0.218475,0.226249,0.255120,19,89,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.123016,0.102778,0.053968,0.243254,0.408135,1.000000,0.356812,0.478741,0.503211,0.118623,0.157986,0.205735,0.169206,0.236012,0.389392,0.184921,0.209037,0.229512,19,90,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.105185,0.091111,0.049722,0.191578,0.380635,1.000000,0.436728,0.456621,0.522547,0.111453,0.150577,0.194045,0.153606,0.224645,0.382771,0.197284,0.223842,0.248170,19,91,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.098413,0.092063,0.053175,0.181327,0.338823,1.000000,0.421296,0.439941,0.511817,0.097531,0.136005,0.186062,0.133432,0.198814,0.372450,0.150794,0.178819,0.205251,19,92,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.107143,0.092857,0.049802,0.207729,0.402608,1.000000,0.435185,0.451180,0.514178,0.137222,0.174509,0.216362,0.172345,0.247711,0.397779,0.201984,0.233425,0.251500,19,93,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.117073,0.089024,0.052236,0.246138,0.330710,1.000000,0.428184,0.504686,0.452681,0.138405,0.167389,0.212021,0.185478,0.223464,0.391246,0.220732,0.233943,0.257495,19,94,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.114286,0.097222,0.051190,0.224175,0.428723,1.000000,0.422619,0.438409,0.537872,0.140416,0.176236,0.219793,0.179930,0.253789,0.402658,0.215344,0.242487,0.263862,19,95,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.126190,0.108333,0.053571,0.240631,0.447090,1.000000,0.380622,0.465333,0.559086,0.103334,0.151539,0.192679,0.158019,0.236765,0.382854,0.163624,0.188623,0.211339,19,96,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.154386,0.111404,0.053728,0.323674,0.419862,1.000000,0.374269,0.521303,0.536756,0.177114,0.209219,0.253779,0.236859,0.279381,0.428063,0.257529,0.266082,0.289089,19,97,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.117500,0.085417,0.050000,0.221754,0.336326,1.000000,0.442361,0.519478,0.463219,0.153402,0.181195,0.224463,0.191956,0.237904,0.403747,0.242361,0.257151,0.282970,19,98,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.130769,0.102991,0.058547,0.211925,0.310518,1.000000,0.414886,0.504516,0.457484,0.152472,0.187866,0.237381,0.197347,0.243958,0.420677,0.267521,0.280803,0.305481,19,99,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.114074,0.082593,0.051481,0.192732,0.269327,1.000000,0.474383,0.517850,0.437385,0.148251,0.169871,0.219482,0.181364,0.215502,0.396963,0.228889,0.243319,0.270804,19,100,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108943,0.100813,0.050813,0.231756,0.447696,1.000000,0.459350,0.461068,0.556708,0.137786,0.183078,0.225730,0.180050,0.263208,0.408798,0.209688,0.242601,0.263174,19,101,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.128947,0.109211,0.055263,0.206088,0.348642,1.000000,0.386696,0.486020,0.521780,0.116009,0.160394,0.209589,0.163612,0.227388,0.395682,0.201096,0.222027,0.248776,19,102,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.119697,0.087121,0.054356,0.201443,0.288654,1.000000,0.393624,0.505607,0.476767,0.137673,0.163565,0.214769,0.180756,0.218826,0.401408,0.244949,0.254992,0.283256,19,103,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.109402,0.088462,0.052671,0.198084,0.347341,1.000000,0.470442,0.481284,0.461570,0.162685,0.196596,0.241382,0.190069,0.249076,0.415632,0.233761,0.257633,0.280936,19,104,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.100758,0.083712,0.054545,0.179428,0.328743,1.000000,0.445391,0.457266,0.443737,0.135210,0.166035,0.213334,0.169360,0.226489,0.399952,0.233965,0.256573,0.279372,19,105,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.109848,0.094318,0.053220,0.186630,0.302531,1.000000,0.431187,0.497722,0.474549,0.132216,0.169383,0.216995,0.165708,0.217567,0.393873,0.206187,0.223276,0.253839,19,106,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.112403,0.092248,0.054360,0.202399,0.308795,1.000000,0.434755,0.496597,0.472894,0.133507,0.166704,0.215315,0.173739,0.221172,0.397065,0.225840,0.238981,0.267034,19,107,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.096899,0.086047,0.048256,0.157540,0.327907,1.000000,0.435078,0.452892,0.475285,0.111327,0.146908,0.190808,0.139406,0.206154,0.370971,0.175581,0.200460,0.226947,19,108,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.134127,0.088492,0.052679,0.264087,0.344775,1.000000,0.410714,0.530203,0.501816,0.141435,0.163365,0.210812,0.195021,0.229087,0.398058,0.226058,0.238079,0.263662,19,109,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.091057,0.087398,0.052439,0.140467,0.292857,1.000000,0.477981,0.455857,0.491523,0.118123,0.156652,0.208987,0.141366,0.205237,0.388485,0.187602,0.214773,0.245562,19,110,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.128455,0.106098,0.053862,0.254768,0.393690,1.000000,0.387873,0.476965,0.524015,0.113457,0.149147,0.197607,0.171954,0.229185,0.384837,0.196748,0.213750,0.234771,19,111,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.124806,0.101938,0.048740,0.281094,0.435271,1.000000,0.506783,0.549757,0.573578,0.198040,0.239448,0.279479,0.242634,0.304810,0.449122,0.287339,0.305602,0.329898,19,112,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.110078,0.095349,0.050969,0.209918,0.395072,1.000000,0.452196,0.482016,0.533516,0.130396,0.170243,0.214732,0.173469,0.242142,0.398687,0.222804,0.244887,0.269914,19,113,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.135659,0.094574,0.051163,0.306663,0.410982,1.000000,0.429587,0.542916,0.552277,0.200263,0.227501,0.273341,0.251856,0.293960,0.448508,0.292054,0.302887,0.326483,19,114,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.106818,0.088258,0.052841,0.199835,0.320797,1.000000,0.436553,0.487915,0.492740,0.129389,0.163083,0.212131,0.169595,0.220970,0.395951,0.219192,0.238149,0.265043,19,115,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.115079,0.103571,0.053770,0.243808,0.435185,1.000000,0.441138,0.455790,0.559144,0.131295,0.175306,0.220702,0.180177,0.256736,0.409630,0.208399,0.236728,0.260462,19,116,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.121138,0.094309,0.049390,0.245922,0.384485,1.000000,0.461043,0.532553,0.479584,0.167501,0.203461,0.241211,0.212851,0.269165,0.417864,0.270935,0.289158,0.307987,19,117,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.137121,0.099242,0.052557,0.296337,0.373301,1.000000,0.437816,0.550761,0.527788,0.182970,0.210870,0.258014,0.236591,0.271819,0.431729,0.281187,0.288309,0.312921,19,118,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.124806,0.107364,0.050872,0.256011,0.444272,1.000000,0.462855,0.497689,0.563042,0.165223,0.209439,0.250096,0.214581,0.289361,0.431903,0.268669,0.294075,0.315577,19,119,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.116312,0.093262,0.052748,0.224551,0.356295,1.000000,0.468381,0.518547,0.538841,0.161004,0.194698,0.244118,0.201279,0.256562,0.425876,0.255201,0.276455,0.301648,19,120,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.111111,0.106746,0.052778,0.199121,0.422619,1.000000,0.470569,0.439968,0.504233,0.147514,0.196231,0.235767,0.182219,0.269408,0.414511,0.232870,0.264541,0.284425,19,121,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.104545,0.084470,0.048011,0.239015,0.366053,1.000000,0.410669,0.491274,0.510006,0.111859,0.143031,0.188796,0.157103,0.208127,0.368880,0.165088,0.182923,0.210739,19,122,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.140909,0.096970,0.051420,0.293329,0.372896,1.000000,0.414773,0.546593,0.532932,0.170602,0.195790,0.243262,0.226917,0.262482,0.422092,0.270833,0.282941,0.307448,19,123,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.136111,0.112500,0.054745,0.250398,0.441999,1.000000,0.409336,0.492224,0.533410,0.167499,0.213865,0.257718,0.210888,0.288849,0.433969,0.245139,0.273157,0.292861,19,124,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
0.108730,0.082540,0.049802,0.223628,0.355099,1.000000,0.459325,0.496386,0.474797,0.163939,0.190336,0.232647,0.195762,0.246386,0.408501,0.232606,0.254773,0.278059,19,125,0.02,-1.0,1.0E-4,1.0E-4,1.0E-4,0.001,true,'00:00','00:00',
